Anime,Temporada,Episódio,Episódio do Anime,Capa,Gênero,Ano,Status,Linguagem
Jujutsu Kaisen,2,8,32,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,9,33,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,10,34,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,11,35,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,12,36,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,13,37,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,14,38,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,15,39,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,16,40,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,17,41,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,18,42,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,19,43,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,20,44,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,21,45,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,22,46,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Jujutsu Kaisen,2,23,47,https://i.pinimg.com/736x/2a/5b/8c/2a5b8c1d4e7f0a3b6c9d2e5f8a1b4c7.jpg,Ação,2020,Completo,Dublado
Vinland Saga,1,1,1,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,2,2,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,3,3,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,4,4,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,5,5,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,6,6,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,7,7,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,8,8,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,9,9,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,10,10,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,11,11,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,12,12,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,13,13,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,14,14,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,15,15,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,16,16,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,17,17,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,18,18,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,19,19,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,20,20,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,21,21,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,22,22,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,23,23,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Vinland Saga,1,24,24,https://i.pinimg.com/736x/f8/9f/d7/f89fd783bee2e8bf50d6edc1682f8740.jpg,Ação,2019,Completo,Dublado
Spy X Family,1,1,1,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,2,2,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,3,3,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,4,4,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,5,5,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,6,6,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,7,7,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,8,8,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,9,9,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,10,10,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,11,11,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,1,12,12,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,1,13,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,2,14,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,3,15,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,4,16,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,5,17,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,6,18,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,7,19,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,8,20,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,9,21,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,10,22,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,11,23,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,2,12,24,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,1,25,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,2,26,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,3,27,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,4,28,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,5,29,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,6,30,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,7,31,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,8,32,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,9,33,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,10,34,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,11,35,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,12,36,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,13,37,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,14,38,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,15,39,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,16,40,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,17,41,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,18,42,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,19,43,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,20,44,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,21,45,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,22,46,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,23,47,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,24,48,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,25,49,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Spy X Family,3,26,50,https://i.pinimg.com/736x/3c/7f/9a/3c7f9a2b5d8e1f4a7b0c3d6e9f2a5b8.jpg,Ação,2022,Completo,Dublado
Mob Psycho 100,1,1,1,https://i.pinimg.com/736x/39/17/f2/3917f2c899f6a4486b203f11f90a54c7.jpg,Ação,2016,Completo,Dublado
